thrifted,"[0.5, 0.0, 0.0, 0.5, 0.0, 0.0]"
version,"[0.25, 0.0625, 0.125, 0.5625, 0.0, 0.0]"
stand,"[0.16666666666666666, 0.07142857142857142, 0.16666666666666666, 0.35714285714285715, 0.21428571428571427, 0.023809523809523808]"
finish,"[0.18181818181818182, 0.09090909090909091, 0.06060606060606061, 0.48484848484848486, 0.12121212121212122, 0.06060606060606061]"
refuse,"[0.36363636363636365, 0.36363636363636365, 0.0, 0.18181818181818182, 0.09090909090909091, 0.0]"
rate,"[0.16666666666666669, 0.5000000000000001, 0.0, 0.16666666666666669, 0.0, 0.16666666666666669]"
publisher,"[0.0, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.0, 0.0]"
snobbish,"[0.16666666666666666, 0.8333333333333334, 0.0, 0.0, 0.0, 0.0]"
jeanette,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0]"
winterson,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0]"
essentially,"[0.0, 0.75, 0.0, 0.25, 0.0, 0.0]"
scope,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0]"
explore,"[0.0, 0.14285714285714285, 0.14285714285714285, 0.7142857142857143, 0.0, 0.0]"
petty,"[0.061224489795918366, 0.9387755102040817, 0.0, 0.0, 0.0, 0.0]"
fleshed,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0]"
fluttering,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0]"
vertigo,"[0.0, 0.0, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.0]"
handle,"[0.29411764705882354, 0.11764705882352941, 0.17647058823529413, 0.11764705882352941, 0.23529411764705882, 0.058823529411764705]"
admitted,"[0.28571428571428575, 0.0, 0.0, 0.42857142857142855, 0.28571428571428575, 0.0]"
defeat,"[0.3333333333333333, 0.3333333333333333, 0.0, 0.0, 0.3333333333333333, 0.0]"
lake,"[0.2, 0.2, 0.0, 0.2, 0.4, 0.0]"
coz,"[0.2727272727272727, 0.2727272727272727, 0.09090909090909091, 0.18181818181818182, 0.18181818181818182, 0.0]"
journalists,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
combined,"[0.4, 0.0, 0.0, 0.2, 0.0, 0.4]"
ridden,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0]"
semester,"[0.2222222222222222, 0.0, 0.0, 0.3333333333333333, 0.3333333333333333, 0.1111111111111111]"
leg,"[0.26666666666666666, 0.0, 0.06666666666666667, 0.4, 0.26666666666666666, 0.0]"
yours,"[0.0, 0.15384615384615385, 0.3076923076923077, 0.5384615384615384, 0.0, 0.0]"
lucy,"[0.0, 0.5, 0.5, 0.0, 0.0, 0.0]"
crafted,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0]"
click,"[0.6, 0.2, 0.0, 0.2, 0.0, 0.0]"
switched,"[0.6666666666666666, 0.0, 0.0, 0.0, 0.3333333333333333, 0.0]"
fuck,"[0.32, 0.2, 0.16, 0.16, 0.16, 0.0]"
favor,"[0.5000000000000001, 0.33333333333333337, 0.0, 0.16666666666666669, 0.0, 0.0]"
sound,"[0.3, 0.16666666666666666, 0.0, 0.4, 0.1, 0.03333333333333333]"
entitled,"[0.4, 0.0, 0.0, 0.6, 0.0, 0.0]"
remorseful,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
diet,"[0.2857142857142857, 0.14285714285714285, 0.0, 0.35714285714285715, 0.0, 0.21428571428571427]"
pill,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
loss,"[0.43243243243243246, 0.05405405405405406, 0.10810810810810811, 0.2972972972972973, 0.05405405405405406, 0.05405405405405406]"
experiencing,"[0.4166666666666667, 0.08333333333333333, 0.08333333333333333, 0.25, 0.16666666666666666, 0.0]"
imagining,"[0.0, 0.0, 0.0, 0.6666666666666666, 0.0, 0.3333333333333333]"
hands,"[0.175, 0.125, 0.25, 0.3, 0.125, 0.025]"
forearm,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0]"
disappear,"[0.3333333333333333, 0.16666666666666666, 0.16666666666666666, 0.3333333333333333, 0.0, 0.0]"
realized,"[0.17391304347826086, 0.17391304347826086, 0.13043478260869565, 0.2391304347826087, 0.21739130434782608, 0.06521739130434782]"
larger,"[0.2, 0.2, 0.0, 0.2, 0.2, 0.2]"
network,"[0.0, 0.3333333333333333, 0.16666666666666666, 0.5, 0.0, 0.0]"
interactions,"[0.6666666666666666, 0.3333333333333333, 0.0, 0.0, 0.0, 0.0]"
affectionate,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.0]"
adore,"[0.2, 0.0, 0.4, 0.4, 0.0, 0.0]"
leonard,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.0]"
cohen,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.0]"
searching,"[0.14285714285714285, 0.14285714285714285, 0.2857142857142857, 0.42857142857142855, 0.0, 0.0]"
tearful,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
bothers,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0]"
evening,"[0.2857142857142857, 0.17857142857142858, 0.0, 0.39285714285714285, 0.07142857142857142, 0.07142857142857142]"
challenge,"[0.2727272727272727, 0.045454545454545456, 0.0, 0.4090909090909091, 0.2727272727272727, 0.0]"
therefore,"[0.25, 0.1875, 0.0625, 0.4375, 0.0625, 0.0]"
train,"[0.14285714285714285, 0.07142857142857142, 0.07142857142857142, 0.6428571428571429, 0.07142857142857142, 0.0]"
machine,"[0.375, 0.125, 0.0, 0.375, 0.125, 0.0]"
printer,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0]"
teenaged,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
devastated,"[0.9523809523809526, 0.0, 0.015873015873015876, 0.015873015873015876, 0.015873015873015876, 0.0]"
pimple,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
prom,"[0.5000000000000001, 0.16666666666666669, 0.0, 0.16666666666666669, 0.16666666666666669, 0.0]"
bookmark,"[0.4285714285714286, 0.14285714285714288, 0.07142857142857144, 0.28571428571428575, 0.0, 0.07142857142857144]"
april,"[0.42857142857142855, 0.14285714285714288, 0.14285714285714288, 0.28571428571428575, 0.0, 0.0]"
url,"[0.6, 0.0, 0.2, 0.2, 0.0, 0.0]"
fn,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
n,"[0.3076923076923077, 0.0, 0.3076923076923077, 0.15384615384615385, 0.15384615384615385, 0.07692307692307693]"
www,"[0.3018867924528302, 0.03773584905660377, 0.18867924528301888, 0.4528301886792453, 0.0, 0.018867924528301886]"
mask,"[0.33333333333333337, 0.0, 0.33333333333333337, 0.16666666666666669, 0.16666666666666669, 0.0]"
missgivings,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.0]"
supermarket,"[0.0, 0.0, 0.3333333333333333, 0.6666666666666666, 0.0, 0.0]"
dinner,"[0.25, 0.08333333333333333, 0.0, 0.5416666666666666, 0.041666666666666664, 0.08333333333333333]"
account,"[0.0, 0.2, 0.0, 0.4, 0.2, 0.2]"
terminando,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0]"
com,"[0.0, 0.0, 0.0, 0.6666666666666666, 0.0, 0.3333333333333333]"
eight,"[0.0, 0.14285714285714288, 0.14285714285714288, 0.42857142857142866, 0.14285714285714288, 0.14285714285714288]"
um,"[0.0, 0.0, 0.5, 0.5, 0.0, 0.0]"
ano,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0]"
depois,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0]"
project,"[0.1851851851851852, 0.0, 0.03703703703703704, 0.5185185185185186, 0.1851851851851852, 0.07407407407407408]"
full,"[0.2647058823529412, 0.1323529411764706, 0.04411764705882353, 0.39705882352941174, 0.11764705882352941, 0.04411764705882353]"
inconsistent,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0]"
euan,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0]"
hauled,"[0.3333333333333333, 0.3333333333333333, 0.0, 0.3333333333333333, 0.0, 0.0]"
murder,"[0.2, 0.4, 0.0, 0.4, 0.0, 0.0]"
experimented,"[0.0, 0.0, 0.5, 0.5, 0.0, 0.0]"
paths,"[0.0, 0.25, 0.0, 0.5, 0.25, 0.0]"
partners,"[0.3333333333333333, 0.0, 0.0, 0.6666666666666666, 0.0, 0.0]"
ther,"[0.5, 0.0, 0.0, 0.5, 0.0, 0.0]"
co,"[0.0, 0.2222222222222222, 0.0, 0.3333333333333333, 0.2222222222222222, 0.2222222222222222]"
fuckin,"[0.0, 0.6666666666666666, 0.0, 0.0, 0.3333333333333333, 0.0]"
chill,"[0.16666666666666669, 0.33333333333333337, 0.0, 0.33333333333333337, 0.16666666666666669, 0.0]"
impacting,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0]"
passion,"[0.08333333333333333, 0.08333333333333333, 0.25, 0.5, 0.08333333333333333, 0.0]"
chocolate,"[0.1111111111111111, 0.2777777777777778, 0.2222222222222222, 0.3888888888888889, 0.0, 0.0]"
cookie,"[0.0, 0.3333333333333333, 0.0, 0.3333333333333333, 0.3333333333333333, 0.0]"
sits,"[0.0, 0.0, 0.5, 0.5, 0.0, 0.0]"
spite,"[0.0, 0.33333333333333337, 0.16666666666666669, 0.33333333333333337, 0.0, 0.16666666666666669]"
raging,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0]"
pms,"[0.3333333333333333, 0.3333333333333333, 0.0, 0.3333333333333333, 0.0, 0.0]"
means,"[0.15384615384615385, 0.15384615384615385, 0.05128205128205128, 0.4358974358974359, 0.20512820512820512, 0.0]"
likely,"[0.29411764705882354, 0.0, 0.058823529411764705, 0.4117647058823529, 0.17647058823529413, 0.058823529411764705]"
erupt,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0]"
victim,"[0.4, 0.2, 0.0, 0.13333333333333333, 0.2, 0.06666666666666667]"
bothered,"[0.07142857142857144, 0.8714285714285716, 0.042857142857142864, 0.014285714285714287, 0.0, 0.0]"
ehb,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0]"
ow,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0]"
resolve,"[0.0, 0.25, 0.0, 0.75, 0.0, 0.0]"
grievances,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0]"
attire,"[0.0, 0.0, 0.5, 0.5, 0.0, 0.0]"
regular,"[0.3076923076923077, 0.07692307692307693, 0.07692307692307693, 0.38461538461538464, 0.15384615384615385, 0.0]"
oil,"[0.3333333333333333, 0.1111111111111111, 0.2222222222222222, 0.2222222222222222, 0.0, 0.1111111111111111]"
based,"[0.15, 0.05, 0.2, 0.4, 0.15, 0.05]"
primer,"[0.0, 0.0, 0.6666666666666666, 0.0, 0.3333333333333333, 0.0]"
below,"[0.3333333333333333, 0.08333333333333333, 0.08333333333333333, 0.4166666666666667, 0.08333333333333333, 0.0]"
points,"[0.4666666666666667, 0.0, 0.13333333333333333, 0.26666666666666666, 0.06666666666666667, 0.06666666666666667]"
attainable,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.0]"
hint,"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.0, 0.0, 0.0]"
nouveau,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.0]"
era,"[0.0, 0.0, 0.5, 0.5, 0.0, 0.0]"
bracelet,"[0.0, 0.0, 0.6666666666666666, 0.3333333333333333, 0.0, 0.0]"
stairs,"[0.33333333333333337, 0.16666666666666669, 0.0, 0.33333333333333337, 0.16666666666666669, 0.0]"
occasionally,"[0.4, 0.0, 0.0, 0.4, 0.1, 0.1]"
number,"[0.20689655172413793, 0.13793103448275862, 0.0, 0.4827586206896552, 0.1724137931034483, 0.0]"
consecutive,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
nights,"[0.18181818181818182, 0.0, 0.09090909090909091, 0.45454545454545453, 0.2727272727272727, 0.0]"
bow,"[0.6666666666666666, 0.0, 0.0, 0.3333333333333333, 0.0, 0.0]"
convenience,"[0.4, 0.2, 0.2, 0.2, 0.0, 0.0]"
iphone,"[0.75, 0.0, 0.0, 0.25, 0.0, 0.0]"
internet,"[0.21052631578947367, 0.21052631578947367, 0.0, 0.3157894736842105, 0.05263157894736842, 0.21052631578947367]"
tv,"[0.3636363636363637, 0.18181818181818185, 0.0, 0.31818181818181823, 0.04545454545454546, 0.09090909090909093]"
haves,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
concern,"[0.25, 0.125, 0.125, 0.25, 0.25, 0.0]"
laced,"[0.3333333333333333, 0.0, 0.3333333333333333, 0.0, 0.3333333333333333, 0.0]"
pounded,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.0]"
pavement,"[0.0, 0.5, 0.5, 0.0, 0.0, 0.0]"
male,"[0.1, 0.2, 0.1, 0.30000000000000004, 0.2, 0.1]"
men,"[0.372093023255814, 0.11627906976744186, 0.04651162790697675, 0.2790697674418605, 0.13953488372093026, 0.04651162790697675]"
telling,"[0.3333333333333333, 0.21428571428571427, 0.09523809523809523, 0.21428571428571427, 0.09523809523809523, 0.047619047619047616]"
direction,"[0.35294117647058826, 0.0, 0.058823529411764705, 0.29411764705882354, 0.29411764705882354, 0.0]"
childhood,"[0.35714285714285715, 0.07142857142857142, 0.07142857142857142, 0.21428571428571427, 0.21428571428571427, 0.07142857142857142]"
holds,"[0.5, 0.0, 0.0, 0.16666666666666666, 0.3333333333333333, 0.0]"
clues,"[0.0, 0.0, 0.5, 0.0, 0.5, 0.0]"
joined,"[0.5, 0.0, 0.25, 0.25, 0.0, 0.0]"
elihu,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.0]"
christmastime,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.0]"
mill,"[0.0, 0.0, 0.5, 0.0, 0.5, 0.0]"
darkly,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.0]"
stately,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.0]"
meeting,"[0.25925925925925924, 0.037037037037037035, 0.14814814814814814, 0.25925925925925924, 0.2962962962962963, 0.0]"
adults,"[0.0, 0.0, 0.3333333333333333, 0.3333333333333333, 0.0, 0.3333333333333333]"
praying,"[0.2, 0.2, 0.2, 0.4, 0.0, 0.0]"
design,"[0.0, 0.06666666666666667, 0.13333333333333333, 0.7333333333333333, 0.06666666666666667, 0.0]"
brain,"[0.5, 0.11764705882352941, 0.0, 0.29411764705882354, 0.058823529411764705, 0.029411764705882353]"
dis,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
visiting,"[0.5, 0.16666666666666666, 0.0, 0.3333333333333333, 0.0, 0.0]"
neglect,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0]"
funeral,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
killed,"[0.5, 0.125, 0.0, 0.25, 0.125, 0.0]"
ecstatic,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0]"
proplems,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
bitched,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
expressed,"[0.5, 0.125, 0.25, 0.125, 0.0, 0.0]"
intensity,"[0.42857142857142855, 0.0, 0.14285714285714285, 0.2857142857142857, 0.0, 0.14285714285714285]"
spouse,"[0.0, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.0, 0.0]"
agony,"[0.6666666666666666, 0.3333333333333333, 0.0, 0.0, 0.0, 0.0]"
waiting,"[0.3137254901960784, 0.11764705882352941, 0.0392156862745098, 0.29411764705882354, 0.21568627450980393, 0.0196078431372549]"
news,"[0.4, 0.08571428571428572, 0.0, 0.37142857142857144, 0.14285714285714285, 0.0]"
uninspired,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
intimate,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0]"
bodily,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0]"
girlfriend,"[0.55, 0.1, 0.1, 0.2, 0.05, 0.0]"
avoid,"[0.3333333333333333, 0.2777777777777778, 0.05555555555555555, 0.16666666666666666, 0.1111111111111111, 0.05555555555555555]"
elevated,"[0.0, 0.0, 0.0, 0.5, 0.5, 0.0]"
lexicon,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0]"
uncomposed,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
dressed,"[0.2, 0.4, 0.2, 0.0, 0.2, 0.0]"
director,"[0.42857142857142855, 0.14285714285714288, 0.14285714285714288, 0.28571428571428575, 0.0, 0.0]"
editor,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
teachable,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
tiphany,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
genuinely,"[0.1, 0.1, 0.1, 0.5, 0.1, 0.1]"
interests,"[0.2222222222222222, 0.1111111111111111, 0.2222222222222222, 0.3333333333333333, 0.0, 0.1111111111111111]"
literary,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0]"
legitimate,"[0.0, 0.0, 0.3333333333333333, 0.6666666666666666, 0.0, 0.0]"
analyze,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0]"
ignoring,"[0.5714285714285714, 0.2857142857142857, 0.0, 0.14285714285714285, 0.0, 0.0]"
heartbreaking,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
alarming,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0]"
feed,"[0.46153846153846156, 0.07692307692307693, 0.15384615384615385, 0.15384615384615385, 0.15384615384615385, 0.0]"
compassion,"[0.22222222222222224, 0.11111111111111112, 0.33333333333333337, 0.11111111111111112, 0.22222222222222224, 0.0]"
email,"[0.23076923076923078, 0.07692307692307693, 0.07692307692307693, 0.5384615384615384, 0.07692307692307693, 0.0]"
deeply,"[0.3333333333333333, 0.1282051282051282, 0.07692307692307693, 0.358974358974359, 0.05128205128205128, 0.05128205128205128]"
steal,"[0.2, 0.2, 0.0, 0.4, 0.2, 0.0]"
joshua,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0]"
customer,"[0.2857142857142857, 0.14285714285714285, 0.0, 0.5714285714285714, 0.0, 0.0]"
sincerity,"[0.0, 0.0, 0.0, 0.6666666666666666, 0.3333333333333333, 0.0]"
dontknow,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0]"
linus,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0]"
forgotten,"[0.625, 0.25, 0.0, 0.0, 0.0, 0.125]"
suffer,"[0.4666666666666667, 0.0, 0.13333333333333333, 0.26666666666666666, 0.06666666666666667, 0.06666666666666667]"
produce,"[0.18181818181818182, 0.0, 0.09090909090909091, 0.7272727272727273, 0.0, 0.0]"
includes,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0]"
increasing,"[0.0, 0.25, 0.0, 0.5, 0.25, 0.0]"
dirty,"[0.8909090909090909, 0.01818181818181818, 0.03636363636363636, 0.03636363636363636, 0.01818181818181818, 0.0]"
trash,"[0.2, 0.2, 0.0, 0.4, 0.2, 0.0]"
bin,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
streets,"[0.375, 0.25, 0.0, 0.125, 0.125, 0.125]"
nobody,"[0.35714285714285715, 0.0, 0.07142857142857142, 0.21428571428571427, 0.2857142857142857, 0.07142857142857142]"
sought,"[0.5, 0.0, 0.5, 0.0, 0.0, 0.0]"
curls,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0]"
natural,"[0.28571428571428575, 0.0, 0.07142857142857144, 0.5714285714285715, 0.07142857142857144, 0.0]"
lowlights,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0]"
section,"[0.14285714285714285, 0.2857142857142857, 0.14285714285714285, 0.2857142857142857, 0.0, 0.14285714285714285]"
gonna,"[0.35714285714285715, 0.14285714285714285, 0.03571428571428571, 0.32142857142857145, 0.07142857142857142, 0.07142857142857142]"
rainy,"[0.6666666666666666, 0.0, 0.0, 0.3333333333333333, 0.0, 0.0]"
lapse,"[0.3333333333333333, 0.6666666666666666, 0.0, 0.0, 0.0, 0.0]"
sanity,"[0.0, 0.6666666666666666, 0.0, 0.0, 0.3333333333333333, 0.0]"
rampage,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0]"
slightest,"[0.2, 0.6, 0.0, 0.0, 0.2, 0.0]"
inconvenience,"[0.0, 0.5, 0.0, 0.5, 0.0, 0.0]"
stare,"[0.2, 0.0, 0.2, 0.2, 0.4, 0.0]"
computer,"[0.2857142857142857, 0.14285714285714285, 0.03571428571428571, 0.32142857142857145, 0.07142857142857142, 0.14285714285714285]"
screen,"[0.3333333333333333, 0.0, 0.0, 0.3333333333333333, 0.3333333333333333, 0.0]"
scratch,"[0.0, 0.3333333333333333, 0.0, 0.6666666666666666, 0.0, 0.0]"
drink,"[0.28571428571428564, 0.17857142857142855, 0.14285714285714282, 0.3571428571428571, 0.035714285714285705, 0.0]"
pots,"[0.5, 0.0, 0.0, 0.5, 0.0, 0.0]"
sentence,"[0.14285714285714285, 0.0, 0.0, 0.42857142857142855, 0.0, 0.42857142857142855]"
consists,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0]"
poop,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0]"
joke,"[0.3333333333333333, 0.4444444444444444, 0.0, 0.1111111111111111, 0.1111111111111111, 0.0]"
highs,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0]"
mile,"[0.125, 0.125, 0.125, 0.625, 0.0, 0.0]"
drop,"[0.3125, 0.1875, 0.0, 0.4375, 0.0625, 0.0]"
excruciating,"[0.0, 0.5, 0.0, 0.5, 0.0, 0.0]"
horrific,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
helping,"[0.2, 0.06666666666666667, 0.06666666666666667, 0.4666666666666667, 0.2, 0.0]"
fresh,"[0.3333333333333333, 0.0, 0.13333333333333333, 0.4666666666666667, 0.0, 0.06666666666666667]"
figs,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.0]"
delicate,"[0.0, 0.0, 0.926829268292683, 0.024390243902439025, 0.04878048780487805, 0.0]"
prettier,"[0.5, 0.0, 0.5, 0.0, 0.0, 0.0]"
dried,"[0.0, 0.0, 0.5, 0.5, 0.0, 0.0]"
hgtv,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0]"
order,"[0.2222222222222222, 0.13333333333333333, 0.15555555555555556, 0.3111111111111111, 0.15555555555555556, 0.022222222222222223]"
describing,"[0.0, 0.0, 0.0, 0.3333333333333333, 0.6666666666666666, 0.0]"
express,"[0.2666666666666667, 0.13333333333333336, 0.13333333333333336, 0.3666666666666667, 0.1, 0.0]"
gene,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0]"
dominant,"[0.5, 0.0, 0.0, 0.5, 0.0, 0.0]"
poet,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0]"
crazy,"[0.5151515151515151, 0.12121212121212122, 0.030303030303030304, 0.24242424242424243, 0.06060606060606061, 0.030303030303030304]"
covetousnes,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
hopelessness,"[0.6, 0.2, 0.0, 0.0, 0.2, 0.0]"
disturbing,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
scar,"[0.5, 0.0, 0.5, 0.0, 0.0, 0.0]"
covered,"[0.0, 0.0, 0.25, 0.0, 0.75, 0.0]"
chest,"[0.5714285714285715, 0.07142857142857144, 0.10714285714285715, 0.14285714285714288, 0.07142857142857144, 0.03571428571428572]"
rhythm,"[0.0, 0.0, 0.6, 0.2, 0.0, 0.2]"
remind,"[0.45833333333333337, 0.20833333333333337, 0.12500000000000003, 0.16666666666666669, 0.04166666666666667, 0.0]"
favourite,"[0.28571428571428575, 0.14285714285714288, 0.28571428571428575, 0.28571428571428575, 0.0, 0.0]"
terpene,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0]"
flavour,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0]"
gained,"[0.4, 0.13333333333333333, 0.0, 0.4, 0.0, 0.06666666666666667]"
wieght,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0]"
pounds,"[0.0, 0.125, 0.0, 0.875, 0.0, 0.0]"
explains,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0]"
resigned,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
docile,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
decades,"[0.0, 0.0, 0.5, 0.5, 0.0, 0.0]"
jolly,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0]"
cases,"[0.75, 0.0, 0.25, 0.0, 0.0, 0.0]"
sons,"[0.4, 0.4, 0.0, 0.2, 0.0, 0.0]"
reminds,"[0.25, 0.125, 0.0, 0.25, 0.375, 0.0]"
ra,"[0.3333333333333333, 0.3333333333333333, 0.0, 0.0, 0.3333333333333333, 0.0]"
tries,"[0.3333333333333333, 0.0, 0.0, 0.3333333333333333, 0.3333333333333333, 0.0]"
sexually,"[0.42857142857142866, 0.14285714285714288, 0.14285714285714288, 0.14285714285714288, 0.14285714285714288, 0.0]"
attractive,"[0.3333333333333333, 0.0, 0.0, 0.6666666666666666, 0.0, 0.0]"
excluded,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
fantabulous,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0]"
cheated,"[0.4444444444444444, 0.4444444444444444, 0.0, 0.0, 0.0, 0.1111111111111111]"
lie,"[0.23076923076923078, 0.07692307692307693, 0.11538461538461539, 0.4230769230769231, 0.15384615384615385, 0.0]"
frankly,"[0.14285714285714288, 0.0, 0.0, 0.5714285714285715, 0.28571428571428575, 0.0]"
lion,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
prey,"[0.5, 0.0, 0.0, 0.0, 0.5, 0.0]"
surround,"[0.33333333333333337, 0.0, 0.0, 0.5000000000000001, 0.16666666666666669, 0.0]"
bible,"[0.4, 0.2, 0.0, 0.2, 0.2, 0.0]"
transcend,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0]"
awkwardly,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0]"
melbourne,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0]"
throws,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
heavenly,"[0.5000000000000001, 0.0, 0.16666666666666669, 0.16666666666666669, 0.16666666666666669, 0.0]"
slough,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0]"
carapace,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0]"
crud,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0]"
enveloped,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0]"
thirty,"[0.0, 0.0, 0.0, 0.6666666666666666, 0.3333333333333333, 0.0]"
glasgow,"[0.5, 0.0, 0.0, 0.5, 0.0, 0.0]"
leadingstrings,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0]"
set,"[0.2857142857142857, 0.08928571428571429, 0.05357142857142857, 0.35714285714285715, 0.16071428571428573, 0.05357142857142857]"
specific,"[0.0, 0.16666666666666666, 0.08333333333333333, 0.25, 0.5, 0.0]"
needing,"[0.3571428571428572, 0.0, 0.0, 0.28571428571428575, 0.28571428571428575, 0.07142857142857144]"
event,"[0.13636363636363635, 0.18181818181818182, 0.0, 0.45454545454545453, 0.22727272727272727, 0.0]"
constraints,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0]"
prayer,"[0.0, 0.14285714285714285, 0.14285714285714285, 0.5714285714285714, 0.14285714285714285, 0.0]"
meditating,"[0.3333333333333333, 0.0, 0.6666666666666666, 0.0, 0.0, 0.0]"
